CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN	geometry
01000217	M9-A	NON	2016	2016	c(616838.28, 7039571.9)
01000217	M9-A	NON	2017	2017	c(616838.28, 7039571.9)
01000217	M9-A	NON	2018	2018	c(616838.28, 7039571.9)
01000217	M9-A	NON	2019	2019	c(616838.28, 7039571.9)
01000217	M9-A	NON	2020	2020	c(616838.28, 7039571.9)
01000217	M9-A	NON	2021	2021	c(616838.28, 7039571.9)
01000217	M9-A	NON	2022	2022	c(616838.28, 7039571.9)
01000274	P9	NON	2015	2015	c(699757.79, 7020087.96)
01000274	P9	NON	2016	2016	c(699757.79, 7020087.96)
01000274	P9	NON	2017	2017	c(699757.79, 7020087.96)
01000274	P9	NON	2018	2018	c(699757.79, 7020087.96)
01000274	P9	NON	2019	2019	c(699757.79, 7020087.96)
01000274	P9	NON	2020	2020	c(699757.79, 7020087.96)
01000274	P9	NON	2021	2021	c(699757.79, 7020087.96)
01000274	P9	NON	2022	2022	c(699757.79, 7020087.96)
01000274	P9	NON	2023	2023	c(699757.79, 7020087.96)
01000274	P9	NON	2024	2024	c(699757.79, 7020087.96)
01000455	P9-A	NON	2015	2015	c(616935, 7053820)
01000455	P9-A	NON	2016	2016	c(616935, 7053820)
01000455	P9-A	NON	2017	2017	c(616935, 7053820)
01000455	P9-A	NON	2018	2018	c(616935, 7053820)
01000455	P9-A	NON	2019	2019	c(616935, 7053820)
01000455	P9-A	NON	2020	2020	c(616935, 7053820)
01000455	P9-A	NON	2021	2021	c(616935, 7053820)
01000455	P9-A	NON	2022	2022	c(616935, 7053820)
01000455	P9-A	NON	2023	2023	c(616935, 7053820)
01000457	P9-A	NON	2013	2013	c(613802, 7048298)
01000457	P9-A	NON	2014	2014	c(613802, 7048298)
01000457	P9-A	NON	2015	2015	c(613802, 7048298)
01000457	P9-A	NON	2016	2016	c(613802, 7048298)
01000457	P9-A	NON	2017	2017	c(613802, 7048298)
01000457	P9-A	NON	2018	2018	c(613802, 7048298)
01000457	P9-A	NON	2019	2019	c(613802, 7048298)
01000477	P9	NON	1998	1998	c(610228.78, 7078879.91)
01000477	P9	NON	1999	1999	c(610228.78, 7078879.91)
01000477	P9	NON	2000	2000	c(610228.78, 7078879.91)
01000477	P9	NON	2001	2001	c(610228.78, 7078879.91)
01000477	P9	NON	2002	2002	c(610228.78, 7078879.91)
01000477	P9	NON	2003	2003	c(610228.78, 7078879.91)
01000477	P9	NON	2004	2004	c(610228.78, 7078879.91)
01000477	P9	NON	2005	2005	c(610228.78, 7078879.91)
01000477	P9	NON	2006	2006	c(610228.78, 7078879.91)
01000477	P9	NON	2007	2007	c(610228.78, 7078879.91)
01000477	P9	NON	2008	2008	c(610228.78, 7078879.91)
01000477	P9	NON	2009	2009	c(610228.78, 7078879.91)
01000477	P9	NON	2010	2010	c(610228.78, 7078879.91)
01000477	P9	NON	2011	2011	c(610228.78, 7078879.91)
01000477	P9	NON	2012	2012	c(610228.78, 7078879.91)
01000477	P9	NON	2013	2013	c(610228.78, 7078879.91)
01000477	P9	NON	2014	2014	c(610228.78, 7078879.91)
01000477	P9	NON	2015	2015	c(610228.78, 7078879.91)
01000477	P9	NON	2016	2016	c(610228.78, 7078879.91)
01000477	P9	NON	2017	2017	c(610228.78, 7078879.91)
01000477	P9	NON	2018	2018	c(610228.78, 7078879.91)
01000477	P9	NON	2019	2019	c(610228.78, 7078879.91)
01000477	P9	NON	2020	2020	c(610228.78, 7078879.91)
01000477	P9	NON	2021	2021	c(610228.78, 7078879.91)
01000477	P9	NON	2022	2022	c(610228.78, 7078879.91)
01000477	P9	NON	2023	2023	c(610228.78, 7078879.91)
01000477	P9	NON	2024	2024	c(610228.78, 7078879.91)
01000509	P20	NON	2016	2016	c(713335.73, 7054942.84)
01000509	P20	NON	2017	2017	c(713335.73, 7054942.84)
01000509	P20	NON	2018	2018	c(713335.73, 7054942.84)
01000509	P20	NON	2019	2019	c(713335.73, 7054942.84)
01000509	P20	NON	2020	2020	c(713335.73, 7054942.84)
01000509	P20	NON	2021	2021	c(713335.73, 7054942.84)
01000509	P20	NON	2022	2022	c(713335.73, 7054942.84)
01000602	P9-A	NON	2015	2015	c(700318.4, 6980033.6)
01000602	P9-A	NON	2016	2016	c(700318.4, 6980033.6)
01000602	P9-A	NON	2017	2017	c(700318.4, 6980033.6)
01000602	P9-A	NON	2018	2018	c(700318.4, 6980033.6)
01000602	P9-A	NON	2019	2019	c(700318.4, 6980033.6)
01000602	P9-A	NON	2020	2020	c(700318.4, 6980033.6)
01000602	P9-A	NON	2021	2021	c(700318.4, 6980033.6)
01000602	P9-A	NON	2022	2022	c(700318.4, 6980033.6)
01000602	P9-A	NON	2023	2023	c(700318.4, 6980033.6)
01000605	P9-A	NON	2013	2013	c(700280, 6973340)
01000605	P9-A	NON	2014	2014	c(700280, 6973340)
01000605	P9-A	NON	2015	2015	c(700280, 6973340)
01000605	P9-A	NON	2016	2016	c(700280, 6973340)
01000605	P9-A	NON	2017	2017	c(700280, 6973340)
01000605	P9-A	NON	2018	2018	c(700280, 6973340)
01000605	P9-A	NON	2019	2019	c(700280, 6973340)
01000605	P9-A	NON	2020	2020	c(700280, 6973340)
01000605	P9-A	NON	2021	2021	c(700280, 6973340)
01000605	P9-A	NON	2022	2022	c(700280, 6973340)
01000605	P9-A	NON	2023	2023	c(700280, 6973340)
01000729	P9-A	NON	2015	2015	c(631465.91, 7078646.25)
01000729	P9-A	NON	2016	2016	c(631465.91, 7078646.25)
01000729	P9-A	NON	2017	2017	c(631465.91, 7078646.25)
01000729	P9-A	NON	2018	2018	c(631465.91, 7078646.25)
01000729	P9-A	NON	2019	2019	c(631465.91, 7078646.25)
01000729	P9-A	NON	2020	2020	c(631465.91, 7078646.25)
01000729	P9-A	NON	2021	2021	c(631465.91, 7078646.25)
01000729	P9-A	NON	2022	2022	c(631465.91, 7078646.25)
01000729	P9-A	NON	2023	2023	c(631465.91, 7078646.25)
01000729	P9-A	NON	2024	2024	c(631465.91, 7078646.25)
01000827	P9	NON	2016	2016	c(677943.74, 7026644.05)
01000827	P9	NON	2017	2017	c(677943.74, 7026644.05)
01000827	P9	NON	2018	2018	c(677943.74, 7026644.05)
01000827	P9	NON	2019	2019	c(677943.74, 7026644.05)
01000827	P9	NON	2020	2020	c(677943.74, 7026644.05)
01000827	P9	NON	2021	2021	c(677943.74, 7026644.05)
01000827	P9	NON	2022	2022	c(677943.74, 7026644.05)
01000827	P9	NON	2023	2023	c(677943.74, 7026644.05)
01000827	P9	NON	2024	2024	c(677943.74, 7026644.05)
01000976	P9-A	NON	2016	2016	c(673123.75, 6985812.23)
01000976	P9-A	NON	2017	2017	c(673123.75, 6985812.23)
01000976	P9-A	NON	2018	2018	c(673123.75, 6985812.23)
01000976	P9-A	NON	2019	2019	c(673123.75, 6985812.23)
01000976	P9-A	NON	2020	2020	c(673123.75, 6985812.23)
01000976	P9-A	NON	2021	2021	c(673123.75, 6985812.23)
01000976	P9-A	NON	2022	2022	c(673123.75, 6985812.23)
01000976	P9-A	NON	2023	2023	c(673123.75, 6985812.23)
01000990	P9-A	NON	2016	2016	c(638742.69, 6994564.04)
01000990	P9-A	NON	2017	2017	c(638742.69, 6994564.04)
01000990	P9-A	NON	2018	2018	c(638742.69, 6994564.04)
01000990	P9-A	NON	2019	2019	c(638742.69, 6994564.04)
01000990	P9-A	NON	2020	2020	c(638742.69, 6994564.04)
01000990	P9-A	NON	2021	2021	c(638742.69, 6994564.04)
01000990	P9-A	NON	2022	2022	c(638742.69, 6994564.04)
01000990	P9-A	NON	2023	2023	c(638742.69, 6994564.04)
01001000	GM20	NON	2015	2015	c(751470.47, 7004903.06)
01001000	GM20	NON	2016	2016	c(751470.47, 7004903.06)
01001000	GM20	NON	2017	2017	c(751470.47, 7004903.06)
01001000	GM20	NON	2018	2018	c(751470.47, 7004903.06)
01001000	GM20	NON	2019	2019	c(751470.47, 7004903.06)
01001000	GM20	NON	2020	2020	c(751470.47, 7004903.06)
01001000	GM20	NON	2021	2021	c(751470.47, 7004903.06)
01001000	GM20	NON	2022	2022	c(751470.47, 7004903.06)
01001000	GM20	NON	2023	2023	c(751470.47, 7004903.06)
01001122	TP22	NON	2005	2005	c(784224.69, 7002720.08)
01001122	TP22	NON	2006	2006	c(784224.69, 7002720.08)
01001122	TP22	NON	2007	2007	c(784224.69, 7002720.08)
01001122	TP22	NON	2008	2008	c(784224.69, 7002720.08)
01001122	TP22	NON	2009	2009	c(784224.69, 7002720.08)
01001122	TP22	NON	2010	2010	c(784224.69, 7002720.08)
01001122	TP22	NON	2011	2011	c(784224.69, 7002720.08)
01001122	TP22	NON	2012	2012	c(784224.69, 7002720.08)
01001122	TP22	NON	2013	2013	c(784224.69, 7002720.08)
01001122	TP22	NON	2014	2014	c(784224.69, 7002720.08)
01001122	TP22	NON	2015	2015	c(784224.69, 7002720.08)
01001122	TP22	NON	2016	2016	c(784224.69, 7002720.08)
01001122	TP22	NON	2017	2017	c(784224.69, 7002720.08)
01001122	TP22	NON	2018	2018	c(784224.69, 7002720.08)
01001122	TP22	NON	2019	2019	c(784224.69, 7002720.08)
01001122	TP22	NON	2020	2020	c(784224.69, 7002720.08)
01001122	TP22	NON	2021	2021	c(784224.69, 7002720.08)
01001122	TP22	NON	2022	2022	c(784224.69, 7002720.08)
01001122	TP22	NON	2023	2023	c(784224.69, 7002720.08)
01001128	P20	NON	2015	2015	c(766583.49, 6996224.34)
01001131	P20	NON	1988	1988	c(757716.99, 7002035.12)
01001131	P20	NON	1989	1989	c(757716.99, 7002035.12)
01001131	P20	NON	1990	1990	c(757716.99, 7002035.12)
01001131	P20	NON	1991	1991	c(757716.99, 7002035.12)
01001131	P20	NON	1992	1992	c(757716.99, 7002035.12)
01001131	P20	NON	1993	1993	c(757716.99, 7002035.12)
01001131	P20	NON	1994	1994	c(757716.99, 7002035.12)
01001131	P20	NON	1995	1995	c(757716.99, 7002035.12)
01001131	P20	NON	1996	1996	c(757716.99, 7002035.12)
01001131	P20	NON	1997	1997	c(757716.99, 7002035.12)
01001131	P20	NON	1998	1998	c(757716.99, 7002035.12)
01001131	P20	NON	1999	1999	c(757716.99, 7002035.12)
01001131	P20	NON	2000	2000	c(757716.99, 7002035.12)
01001131	P20	NON	2001	2001	c(757716.99, 7002035.12)
01001131	P20	NON	2002	2002	c(757716.99, 7002035.12)
01001131	P20	NON	2003	2003	c(757716.99, 7002035.12)
01001131	P20	NON	2004	2004	c(757716.99, 7002035.12)
01001131	P20	NON	2005	2005	c(757716.99, 7002035.12)
01001131	P20	NON	2006	2006	c(757716.99, 7002035.12)
01001131	P20	NON	2007	2007	c(757716.99, 7002035.12)
01001131	P20	NON	2008	2008	c(757716.99, 7002035.12)
01001131	P20	NON	2009	2009	c(757716.99, 7002035.12)
01001131	P20	NON	2010	2010	c(757716.99, 7002035.12)
01001131	P20	NON	2011	2011	c(757716.99, 7002035.12)
01001131	P20	NON	2012	2012	c(757716.99, 7002035.12)
01001131	P20	NON	2013	2013	c(757716.99, 7002035.12)
01001131	P20	NON	2014	2014	c(757716.99, 7002035.12)
01001131	P20	NON	2015	2015	c(757716.99, 7002035.12)
01001131	P20	NON	2016	2016	c(757716.99, 7002035.12)
01001131	P20	NON	2017	2017	c(757716.99, 7002035.12)
01001131	P20	NON	2018	2018	c(757716.99, 7002035.12)
01001131	P20	NON	2019	2019	c(757716.99, 7002035.12)
01001131	P20	NON	2020	2020	c(757716.99, 7002035.12)
01001131	P20	NON	2021	2021	c(757716.99, 7002035.12)
01001131	P20	NON	2022	2022	c(757716.99, 7002035.12)
01001131	P20	NON	2023	2023	c(757716.99, 7002035.12)
01001131	P20	NON	2024	2024	c(757716.99, 7002035.12)
01001133	P22	NON	2015	2015	c(769919.37, 6995443.51)
01001133	P22	NON	2016	2016	c(769919.37, 6995443.51)
01001133	P22	NON	2017	2017	c(769919.37, 6995443.51)
01001133	P22	NON	2018	2018	c(769919.37, 6995443.51)
01001133	P22	NON	2019	2019	c(769919.37, 6995443.51)
01001133	P22	NON	2020	2020	c(769919.37, 6995443.51)
01001133	P22	NON	2021	2021	c(769919.37, 6995443.51)
01001133	P22	NON	2022	2022	c(769919.37, 6995443.51)
01001133	P22	NON	2023	2023	c(769919.37, 6995443.51)
01001148	M20	NON	2015	2015	c(744318.03, 7040518.58)
01001185	M9-A	NON	2015	2015	c(641541.89, 7023281.98)
01001185	M9-A	NON	2016	2016	c(641541.89, 7023281.98)
01001185	M9-A	NON	2017	2017	c(641541.89, 7023281.98)
01001185	M9-A	NON	2018	2018	c(641541.89, 7023281.98)
01001185	M9-A	NON	2019	2019	c(641541.89, 7023281.98)
01001185	M9-A	NON	2020	2020	c(641541.89, 7023281.98)
01001185	M9-A	NON	2021	2021	c(641541.89, 7023281.98)
01001185	M9-A	NON	2022	2022	c(641541.89, 7023281.98)
01001185	M9-A	NON	2023	2023	c(641541.89, 7023281.98)
01001269	P20	NON	2015	2015	c(750718.03, 7015966.43)
01001283	P9	NON	2015	2015	c(742288.59, 7015960.87)
01001336	TP20	NON	2002	2002	c(752609.33, 7026734.16)
01001336	TP20	NON	2003	2003	c(752609.33, 7026734.16)
01001336	TP20	NON	2004	2004	c(752609.33, 7026734.16)
01001336	TP20	NON	2005	2005	c(752609.33, 7026734.16)
01001336	TP20	NON	2006	2006	c(752609.33, 7026734.16)
01001336	TP20	NON	2007	2007	c(752609.33, 7026734.16)
01001336	TP20	NON	2008	2008	c(752609.33, 7026734.16)
01001336	TP20	NON	2009	2009	c(752609.33, 7026734.16)
01001336	TP20	NON	2010	2010	c(752609.33, 7026734.16)
01001336	TP20	NON	2011	2011	c(752609.33, 7026734.16)
01001336	TP20	NON	2012	2012	c(752609.33, 7026734.16)
01001336	TP20	NON	2013	2013	c(752609.33, 7026734.16)
01001336	TP20	NON	2014	2014	c(752609.33, 7026734.16)
01001336	TP20	NON	2015	2015	c(752609.33, 7026734.16)
01001336	TP20	NON	2016	2016	c(752609.33, 7026734.16)
01001336	TP20	NON	2017	2017	c(752609.33, 7026734.16)
01001336	TP20	NON	2018	2018	c(752609.33, 7026734.16)
01001336	TP20	NON	2019	2019	c(752609.33, 7026734.16)
01001336	TP20	NON	2020	2020	c(752609.33, 7026734.16)
01001336	TP20	NON	2021	2021	c(752609.33, 7026734.16)
01001336	TP20	NON	2022	2022	c(752609.33, 7026734.16)
01001336	TP20	NON	2023	2023	c(752609.33, 7026734.16)
01001336	TP20	NON	2024	2024	c(752609.33, 7026734.16)
01001445	TP22	NON	2010	2010	c(759358.69, 7009320.51)
01001445	TP22	NON	2011	2011	c(759358.69, 7009320.51)
01001445	TP22	NON	2012	2012	c(759358.69, 7009320.51)
01001445	TP22	NON	2013	2013	c(759358.69, 7009320.51)
01001445	TP22	NON	2014	2014	c(759358.69, 7009320.51)
01001445	TP22	NON	2015	2015	c(759358.69, 7009320.51)
01001452	TP22	NON	2008	2008	c(763864.73, 7016039.25)
01001452	TP22	NON	2009	2009	c(763864.73, 7016039.25)
01001452	TP22	NON	2010	2010	c(763864.73, 7016039.25)
01001452	TP22	NON	2011	2011	c(763864.73, 7016039.25)
01001452	TP22	NON	2012	2012	c(763864.73, 7016039.25)
01001452	TP22	NON	2013	2013	c(763864.73, 7016039.25)
01001452	TP22	NON	2014	2014	c(763864.73, 7016039.25)
01001452	TP22	NON	2015	2015	c(763864.73, 7016039.25)
01001452	TP22	NON	2016	2016	c(763864.73, 7016039.25)
01001452	TP22	NON	2017	2017	c(763864.73, 7016039.25)
01001452	TP22	NON	2018	2018	c(763864.73, 7016039.25)
01001452	TP22	NON	2019	2019	c(763864.73, 7016039.25)
01001452	TP22	NON	2020	2020	c(763864.73, 7016039.25)
01001452	TP22	NON	2021	2021	c(763864.73, 7016039.25)
01001452	TP22	NON	2022	2022	c(763864.73, 7016039.25)
01001452	TP22	NON	2023	2023	c(763864.73, 7016039.25)
01001452	TP22	NON	2024	2024	c(763864.73, 7016039.25)
01001503	TP22	NON	2005	2005	c(784516.03, 7019613.73)
01001503	TP22	NON	2006	2006	c(784516.03, 7019613.73)
01001503	TP22	NON	2007	2007	c(784516.03, 7019613.73)
01001503	TP22	NON	2008	2008	c(784516.03, 7019613.73)
01001503	TP22	NON	2009	2009	c(784516.03, 7019613.73)
01001503	TP22	NON	2010	2010	c(784516.03, 7019613.73)
01001503	TP22	NON	2011	2011	c(784516.03, 7019613.73)
01001503	TP22	NON	2012	2012	c(784516.03, 7019613.73)
01001503	TP22	NON	2013	2013	c(784516.03, 7019613.73)
01001503	TP22	NON	2014	2014	c(784516.03, 7019613.73)
01001503	TP22	NON	2015	2015	c(784516.03, 7019613.73)
01001503	TP22	NON	2016	2016	c(784516.03, 7019613.73)
01001503	TP22	NON	2017	2017	c(784516.03, 7019613.73)
01001503	TP22	NON	2018	2018	c(784516.03, 7019613.73)
01001503	TP22	NON	2019	2019	c(784516.03, 7019613.73)
01001503	TP22	NON	2020	2020	c(784516.03, 7019613.73)
01001503	TP22	NON	2021	2021	c(784516.03, 7019613.73)
01001503	TP22	NON	2022	2022	c(784516.03, 7019613.73)
01001503	TP22	NON	2023	2023	c(784516.03, 7019613.73)
01001785	TP9	NON	2010	2010	c(681840.58, 7032836.09)
01001785	TP9	NON	2011	2011	c(681840.58, 7032836.09)
01001785	TP9	NON	2012	2012	c(681840.58, 7032836.09)
01001785	TP9	NON	2013	2013	c(681840.58, 7032836.09)
01001785	TP9	NON	2014	2014	c(681840.58, 7032836.09)
01001785	TP9	NON	2015	2015	c(681840.58, 7032836.09)
01001785	TP9	NON	2016	2016	c(681840.58, 7032836.09)
01001785	TP9	NON	2017	2017	c(681840.58, 7032836.09)
01001785	TP9	NON	2018	2018	c(681840.58, 7032836.09)
01001785	TP9	NON	2019	2019	c(681840.58, 7032836.09)
01001785	TP9	NON	2020	2020	c(681840.58, 7032836.09)
01001785	TP9	NON	2021	2021	c(681840.58, 7032836.09)
01001785	TP9	NON	2022	2022	c(681840.58, 7032836.09)
01001785	TP9	NON	2023	2023	c(681840.58, 7032836.09)
01001785	TP9	NON	2024	2024	c(681840.58, 7032836.09)
01002000	GM22	NON	2015	2015	c(760804.93, 7014666.98)
01002000	GM22	NON	2016	2016	c(760804.93, 7014666.98)
01002000	GM22	NON	2017	2017	c(760804.93, 7014666.98)
01002000	GM22	NON	2018	2018	c(760804.93, 7014666.98)
01002000	GM22	NON	2019	2019	c(760804.93, 7014666.98)
01002000	GM22	NON	2020	2020	c(760804.93, 7014666.98)
01002000	GM22	NON	2021	2021	c(760804.93, 7014666.98)
01002000	GM22	NON	2022	2022	c(760804.93, 7014666.98)
01002000	GM22	NON	2023	2023	c(760804.93, 7014666.98)
01002028	P9-A	NON	2015	2015	c(687572.37, 6953640.6)
01002033	P9-A	NON	2015	2015	c(644150.21, 6994786.95)
01002033	P9-A	NON	2016	2016	c(644150.21, 6994786.95)
01002033	P9-A	NON	2017	2017	c(644150.21, 6994786.95)
01002033	P9-A	NON	2018	2018	c(644150.21, 6994786.95)
01002033	P9-A	NON	2019	2019	c(644150.21, 6994786.95)
01002033	P9-A	NON	2020	2020	c(644150.21, 6994786.95)
01002033	P9-A	NON	2021	2021	c(644150.21, 6994786.95)
01002033	P9-A	NON	2022	2022	c(644150.21, 6994786.95)
01002033	P9-A	NON	2023	2023	c(644150.21, 6994786.95)
01002100	TP20	NON	2021	2021	c(766728.45, 7019141.99)
01002100	TP20	NON	2022	2022	c(766728.45, 7019141.99)
01002100	TP20	NON	2023	2023	c(766728.45, 7019141.99)
01002100	TP20	NON	2024	2024	c(766728.45, 7019141.99)
01002142	P9	NON	2023	2023	c(727544.64, 7024294.42)
01002201	P9-A	NON	2010	2010	c(607866, 6997958)
01002201	P9-A	NON	2011	2011	c(607866, 6997958)
01002201	P9-A	NON	2012	2012	c(607866, 6997958)
01002201	P9-A	NON	2013	2013	c(607866, 6997958)
01002201	P9-A	NON	2014	2014	c(607866, 6997958)
01002201	P9-A	NON	2015	2015	c(607866, 6997958)
01002201	P9-A	NON	2016	2016	c(607866, 6997958)
01002201	P9-A	NON	2017	2017	c(607866, 6997958)
01002201	P9-A	NON	2018	2018	c(607866, 6997958)
01002207	P20	NON	2015	2015	c(746379.59, 7027557.26)
01002207	P20	NON	2016	2016	c(746379.59, 7027557.26)
01002207	P20	NON	2017	2017	c(746379.59, 7027557.26)
01002207	P20	NON	2018	2018	c(746379.59, 7027557.26)
01002207	P20	NON	2019	2019	c(746379.59, 7027557.26)
01002207	P20	NON	2020	2020	c(746379.59, 7027557.26)
01002207	P20	NON	2021	2021	c(746379.59, 7027557.26)
01002207	P20	NON	2022	2022	c(746379.59, 7027557.26)
01002207	P20	NON	2023	2023	c(746379.59, 7027557.26)
01002215	P9	NON	2015	2015	c(736346.03, 7004909.66)
01002215	P9	NON	2016	2016	c(736346.03, 7004909.66)
01002215	P9	NON	2017	2017	c(736346.03, 7004909.66)
01002215	P9	NON	2018	2018	c(736346.03, 7004909.66)
01002215	P9	NON	2019	2019	c(736346.03, 7004909.66)
01002215	P9	NON	2020	2020	c(736346.03, 7004909.66)
01002215	P9	NON	2021	2021	c(736346.03, 7004909.66)
01002215	P9	NON	2022	2022	c(736346.03, 7004909.66)
01002215	P9	NON	2023	2023	c(736346.03, 7004909.66)
01002222	TP20	NON	2015	2015	c(751388.22, 7000538.78)
01002222	TP20	NON	2016	2016	c(751388.22, 7000538.78)
01002222	TP20	NON	2017	2017	c(751388.22, 7000538.78)
01002222	TP20	NON	2018	2018	c(751388.22, 7000538.78)
01002222	TP20	NON	2019	2019	c(751388.22, 7000538.78)
01002222	TP20	NON	2020	2020	c(751388.22, 7000538.78)
01002222	TP20	NON	2021	2021	c(751388.22, 7000538.78)
01002222	TP20	NON	2022	2022	c(751388.22, 7000538.78)
01002222	TP20	NON	2023	2023	c(751388.22, 7000538.78)
01002224	TP22	NON	2016	2016	c(762582.22, 7008444.05)
01002224	TP22	NON	2017	2017	c(762582.22, 7008444.05)
01002224	TP22	NON	2018	2018	c(762582.22, 7008444.05)
01002224	TP22	NON	2019	2019	c(762582.22, 7008444.05)
01002224	TP22	NON	2020	2020	c(762582.22, 7008444.05)
01002224	TP22	NON	2021	2021	c(762582.22, 7008444.05)
01002224	TP22	NON	2022	2022	c(762582.22, 7008444.05)
01002224	TP22	NON	2023	2023	c(762582.22, 7008444.05)
01002225	TP22	NON	2016	2016	c(781880.94, 7015163.96)
01002225	TP22	NON	2017	2017	c(781880.94, 7015163.96)
01002225	TP22	NON	2018	2018	c(781880.94, 7015163.96)
01002225	TP22	NON	2019	2019	c(781880.94, 7015163.96)
01002225	TP22	NON	2020	2020	c(781880.94, 7015163.96)
01002225	TP22	NON	2021	2021	c(781880.94, 7015163.96)
01002225	TP22	NON	2022	2022	c(781880.94, 7015163.96)
01002225	TP22	NON	2023	2023	c(781880.94, 7015163.96)
01002226	TP20	NON	2016	2016	c(772564.16, 7026813.54)
01002226	TP20	NON	2017	2017	c(772564.16, 7026813.54)
01002226	TP20	NON	2018	2018	c(772564.16, 7026813.54)
01002226	TP20	NON	2019	2019	c(772564.16, 7026813.54)
01002226	TP20	NON	2020	2020	c(772564.16, 7026813.54)
01002226	TP20	NON	2021	2021	c(772564.16, 7026813.54)
01002226	TP20	NON	2022	2022	c(772564.16, 7026813.54)
01002226	TP20	NON	2023	2023	c(772564.16, 7026813.54)
01002227	P9	NON	2016	2016	c(678319.38, 7023725.86)
01002227	P9	NON	2017	2017	c(678319.38, 7023725.86)
01002227	P9	NON	2018	2018	c(678319.38, 7023725.86)
01002227	P9	NON	2019	2019	c(678319.38, 7023725.86)
01002227	P9	NON	2020	2020	c(678319.38, 7023725.86)
01002227	P9	NON	2021	2021	c(678319.38, 7023725.86)
01002227	P9	NON	2022	2022	c(678319.38, 7023725.86)
01002227	P9	NON	2023	2023	c(678319.38, 7023725.86)
01002228	P9-A	NON	2016	2016	c(643884.92, 7038971.86)
01002228	P9-A	NON	2017	2017	c(643884.92, 7038971.86)
01002228	P9-A	NON	2018	2018	c(643884.92, 7038971.86)
01002228	P9-A	NON	2019	2019	c(643884.92, 7038971.86)
01002228	P9-A	NON	2020	2020	c(643884.92, 7038971.86)
01002228	P9-A	NON	2021	2021	c(643884.92, 7038971.86)
01002228	P9-A	NON	2022	2022	c(643884.92, 7038971.86)
01002228	P9-A	NON	2023	2023	c(643884.92, 7038971.86)
01002229	P9	NON	2016	2016	c(606479.22, 7074174.92)
01002229	P9	NON	2017	2017	c(606479.22, 7074174.92)
01002229	P9	NON	2018	2018	c(606479.22, 7074174.92)
01002229	P9	NON	2019	2019	c(606479.22, 7074174.92)
01002229	P9	NON	2020	2020	c(606479.22, 7074174.92)
01002229	P9	NON	2021	2021	c(606479.22, 7074174.92)
01002229	P9	NON	2022	2022	c(606479.22, 7074174.92)
01002229	P9	NON	2023	2023	c(606479.22, 7074174.92)
01002229	P9	NON	2024	2024	c(606479.22, 7074174.92)
01002230	P9-A	NON	2016	2016	c(659361.8, 6982003.01)
01002230	P9-A	NON	2017	2017	c(659361.8, 6982003.01)
01002230	P9-A	NON	2018	2018	c(659361.8, 6982003.01)
01002230	P9-A	NON	2019	2019	c(659361.8, 6982003.01)
01002230	P9-A	NON	2020	2020	c(659361.8, 6982003.01)
01002230	P9-A	NON	2021	2021	c(659361.8, 6982003.01)
01002230	P9-A	NON	2022	2022	c(659361.8, 6982003.01)
01002230	P9-A	NON	2023	2023	c(659361.8, 6982003.01)
01002230	P9-A	NON	2024	2024	c(659361.8, 6982003.01)
01002231	P9-A	NON	2016	2016	c(649838.18, 7007492.15)
01002231	P9-A	NON	2017	2017	c(649838.18, 7007492.15)
01002231	P9-A	NON	2018	2018	c(649838.18, 7007492.15)
01002231	P9-A	NON	2019	2019	c(649838.18, 7007492.15)
01002231	P9-A	NON	2020	2020	c(649838.18, 7007492.15)
01002231	P9-A	NON	2021	2021	c(649838.18, 7007492.15)
01002231	P9-A	NON	2022	2022	c(649838.18, 7007492.15)
01002231	P9-A	NON	2023	2023	c(649838.18, 7007492.15)
01002236	P9-A	NON	2016	2016	c(614157.15, 7046277.46)
01002236	P9-A	NON	2017	2017	c(614157.15, 7046277.46)
01002236	P9-A	NON	2018	2018	c(614157.15, 7046277.46)
01002236	P9-A	NON	2019	2019	c(614157.15, 7046277.46)
01002236	P9-A	NON	2020	2020	c(614157.15, 7046277.46)
01002236	P9-A	NON	2021	2021	c(614157.15, 7046277.46)
01002236	P9-A	NON	2022	2022	c(614157.15, 7046277.46)
01002236	P9-A	NON	2023	2023	c(614157.15, 7046277.46)
01002237	P9-A	NON	2016	2016	c(633578.79, 7079859.79)
01002237	P9-A	NON	2017	2017	c(633578.79, 7079859.79)
01002237	P9-A	NON	2018	2018	c(633578.79, 7079859.79)
01002237	P9-A	NON	2019	2019	c(633578.79, 7079859.79)
01002237	P9-A	NON	2020	2020	c(633578.79, 7079859.79)
01002237	P9-A	NON	2021	2021	c(633578.79, 7079859.79)
01002237	P9-A	NON	2022	2022	c(633578.79, 7079859.79)
01002237	P9-A	NON	2023	2023	c(633578.79, 7079859.79)
01002269	P9-A	NON	2017	2017	c(633411.66, 7079769.52)
01002269	P9-A	NON	2018	2018	c(633411.66, 7079769.52)
01002269	P9-A	NON	2019	2019	c(633411.66, 7079769.52)
01002269	P9-A	NON	2020	2020	c(633411.66, 7079769.52)
01002269	P9-A	NON	2021	2021	c(633411.66, 7079769.52)
01002269	P9-A	NON	2022	2022	c(633411.66, 7079769.52)
01002269	P9-A	NON	2023	2023	c(633411.66, 7079769.52)
01002288	P9-A	NON	2020	2020	c(614248.06, 7046433.88)
01002288	P9-A	NON	2021	2021	c(614248.06, 7046433.88)
